sentence,snippets,target,sentiment_score,aspects,format,label
"Reuters: Green Mountain revenue misses, shares plunge http://stks.co/13mW > $GMCR prints 43.80, market in a foul mood, bad day to disappoint","['Green Mountain revenue misses, shares plunge']",GMCR,-0.668,['Corporate/Financial/Financial Results'],post,Negative
Citrix Systems Inc $CTXS Position Increased by Mizuhoâ¦ https://t.co/v7Lkq08Flp @ShareStockNews,['Position Increased by Mizuho'],CTXS,0.529,['Stock/Coverage/AnalystRatings/Upgrade'],post,Positive
$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,['working on a couple daily dojis'],EBAY,-0.441,['Stock/Technical Analysis'],post,Negative
RT @ACInvestorBlog $AAPL still on track for $500,['still on track for $500'],AAPL,0.166,['Stock/Price Action/Future Price/Direction'],post,Neutral
TalkTalk hires BAE Systems to investigate cyber attack,['TalkTalk hires BAE Systems'],TalkTalk,-0.113,['Corporate/Appointment/Staff Hiring'],headline,Neutral
$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,['ascending base breakout starting to gain traction'],NSM,0.605,['Stock/Technical Analysis'],post,Positive
"Intuitive Surgical $ISRG is in a great financial position, take a look https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou",['is in a great financial position'],ISRG,0.406,['Corporate/Financial'],post,Positive
$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,['starting to show some relative strength and signs of potentia'],FB,0.334,['Stock/Price Action/Bullish/Bullish Behavior'],post,Positive
LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,['Revenue Up Nearly 50%'],LNKD,0.423,['Corporate/Financial/Financial Results/Earnings'],post,Positive
$CTRP not a bad long chart now that it's through sma100 resistance.,"[""it's through sma100 resistance""]",CTRP,0.498,['Stock/Technical Analysis'],post,Positive
$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,['I want this to break a new 52week'],SPPI,0.601,['Stock/Price Action/Bullish'],post,Positive
Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,['Announces Record #Esports Viewership'],HDSI,0.208,['Corporate/Sales'],post,Neutral
$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX http://stks.co/b1kD8,['Hit With Lawsuit'],YNDX,-0.17,['Corporate/Legal/Lawsuit'],post,Neutral
Merged LSE and Deutsche BÃÂ¶rse would be led by Germany's Kengeter,['Merged LSE and Deutsche BÃÂ¶rse'],LSE,0.136,['Corporate/M&A/M&A'],headline,Neutral
Petrofac share price rises despite ÃÂ£30m costs on North Sea project,['share price rise'],Petrofac,0.09,['Stock/Price Action'],headline,Neutral
Tesco share price down as grocer faces SFO investigation outcome,['share price down'],Tesco,-0.542,['Stock/Price Action'],headline,Negative
Royal Mail gets mixed bag from Ofcom postal regulation report,['postal regulation report'],Royal Mail,-0.084,['Corporate/Regulatory'],headline,Neutral
$COST short finally making gains. I will take half my gains at 147,['short finally making gains'],COST,-0.41,['Stock/Price Action/Volatility/Short Selling'],post,Negative
$MA http://stks.co/1CYN continues to consolidate / base here,['continues to consolidate / base here'],MA,0.148,['Stock/Price Action/Bullish/Bullish Behavior'],post,Neutral
BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,['to buy Wilshire Bancorp in $1 bln deal'],Wilshire Bancorp,0.818,['Corporate/M&A'],headline,Positive
Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,['Added more'],BBBY,0.557,['Stock/Price Action/Bullish/Bull Position'],post,Positive
"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",['Breakup Will Cost Billions'],HPQ,-0.265,['Corporate/Risks'],post,Neutral
$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,['analyst upgrades last week'],PRLB,0.394,['Stock/Coverage/AnalystRatings/Upgrade'],post,Positive
Timberrrr $TSLA https://t.co/MRBgfDHHVa,['Timberrrr'],TSLA,-0.562,['Stock/Price Action'],post,Negative
Japan's Nikkei lands Financial Times in $1.3 billion deal,['lands Financial Times in $1.3 billion deal'],Nikkei,0.262,['Corporate/Sales/Deal'],headline,Neutral
$RSOL bought 3500 shares today!,['bought 3500 shares today!'],RSOL,0.738,['Stock/Price Action/Bullish/Bull Position'],post,Positive
Berkshire applies to boost Wells Fargo stake above 10 percent,['applies to boost Wells Fargo stake above 10 percen'],Wells Fargo,0.484,['Stock/Signal/Buy Signal'],headline,Positive
"$INO Up, up, and away!","['Up, up, and away!']",INO,0.604,['Stock/Price Action/Bullish'],post,Positive
$BAC in for swing trade  looks like want go up,['in for swing trade looks like want go up'],BAC,0.433,['Stock/Price Action/Bullish/Bull Position'],post,Positive
CompaniesDixons Carphone to close 134 UK stores as sales jump,['to close 134 UK stores as sales jump'],Dixons Carphone,0.144,['Corporate/Sales'],headline,Neutral
"Sudden optimism about iPhone sales (i.e., not as bad as expected) gives Apple $AAPL a lift.  https://t.co/oKTCw4YiB5",['optimism about iPhone sales'],AAPL,0.279,['Corporate/Sales'],post,Neutral
$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,['Momentum building for breakout trigger ! Long setup'],PKT,0.592,['Stock/Price Action/Bullish/Bullish Behavior'],post,Positive
Long $X 24.62,['Long'],X,0.601,['Stock/Price Action/Bullish/Bull Position'],post,Positive
"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs","['upgrades to outperform, lifts price target']",TSLA,0.61,['Stock/Coverage/AnalystRatings/Upgrade'],post,Positive
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",['backs safety updates for AstraZenec'],AstraZeneca,0.143,['Corporate/Regulatory'],headline,Neutral
$RNN More bleeding Monday.,['More bleeding Monday.'],RNN,-0.465,['Stock/Price Action/Bearish'],post,Negative
$DISH weakness continues again. 49.43 area resistance after last week,['weakness continues again'],DISH,-0.41,['Stock/Price Action/Bearish'],post,Negative
$RAD All my charts are flashing oversold.,['All my charts are flashing oversold.'],RAD,-0.011,['Stock/Price Action/Current Price/Oversold'],post,Neutral
$INTC finally some nice downside move... looking for the 31 handle to break,['finally some nice downside move'],INTC,-0.462,['Stock/Price Action/Bearish/Bearish Behavior'],post,Negative
$MXWL Oh snap. Just went long again. LT,['Just went long again'],MXWL,0.691,['Stock/Price Action/Bullish/Bull Position'],post,Positive
$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,['Will this cold put a dent in the massive horizontal rig production'],UGAZ,-0.237,['Corporate/Risks/Halt in Services'],post,Neutral
Royal Mail chairman Donald Brydon set to step down,['set to step down'],Royal Mail,-0.374,['Corporate/Appointment'],headline,Negative
"took some $ENDP long this am, using VWAP as guide",['using VWAP as guide'],ENDP,0.613,['Corporate/Technical Analysis'],post,Positive
"$RNN day traders flushed out, it should start going up slowly from now on .",['it should start going up slowly from now on'],RNN,0.411,['Stock/Price Action/Bullish'],post,Positive
$GOOGL gets an upgrade price target $970,['gets an upgrade price target'],GOOGL,0.47,['Stock/Coverage/AnalystRatings/Upgrade'],post,Positive
$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,['Looking for bottom. Rsi under 30'],NIHD,-0.202,['Stock/Technical Analysis'],post,Neutral
"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall","['Barclays, Shell Fall']",Shell,-0.508,['Stock/Price Action/Bearish/Bearish Behaviour'],headline,Negative
$PAY 2nd time test of the 21.20-30 b/o zone.  Still not breaking out.  Moved my stop up to 20.80.,['Still not breaking out'],PAY,0.093,['Stock/Price Action'],post,Neutral
RBS chairman admits surprise at size of regulatory penalties,['s surprise at size of regulatory penalties'],RBS,-0.333,['Corporate/Regulatory'],headline,Negative
$AAPL Beat the estimates. Will still go down on lack of new products. https://t.co/sX3z7u6N8o,['Beat the estimates'],AAPL,-0.248,['Corporate/Financial/Financial Results/Earnings/Earnings Beat'],post,Neutral
$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,['S1 above gap. keeping an eye on S2'],TSLA,0.346,['Stock/Price Action/Bullish'],post,Positive
"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",['Sell Short Position on'],CNP,0.155,['Stock/Price Action/Volatility/Short Selling'],post,Neutral
$SPY weak close,['weak close'],SPY,-0.297,['Stock/Price Action/Bearish'],post,Neutral
$MTD (Mettler-Toledo) ready for a breakout,['ready for a breakout'],MTD,0.428,['Stock/Technical Analysis/Breakout'],post,Positive
Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,['Receives a Sell from'],WAC,-0.45,['Stock/Coverage/AnalystRatings/Downgrade'],post,Negative
$TRX http://stks.co/1KkK Long setup. MACD cross.,['Long setup. MACD cross.'],TRX,0.438,['Stock/Technical Analysis'],post,Positive
Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,['Slowly adding some $FIO here but gotta be careful'],FIO,0.459,['Stock/Price Action/Bullish/Bull Position'],post,Positive
"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls","['hammer candle developing, close to 200 sma']",TSLA,0.4,['Stock/Price Action/Bearish'],post,Positive
$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,['SS interest rose on 12/15 on day before we hit our lows'],TSLA,-0.405,['Stock/Price Action/Bearish'],post,Negative
GlaxoSmithKline starts hunt for successor to CEO Witty,['starts hunt for successor to CEO'],GlaxoSmithKline,0.0,['Corporate/Appointment/Executive Appointment'],headline,Neutral
Horizonte acquires neighbouring Glencore nickel property in Brazil,['e acquires neighbouring Glencore nickel property'],Horizonte,0.182,['Corporate/M&A/M&A'],headline,Neutral
UPDATE 1-Meggitt reiterates annual outlook after tough 2014,['reiterates annual outlook after tough 2014'],Meggitt,0.021,['Stock/Fundamentals'],headline,Neutral
UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,['applies to boost Wells Fargo stake above 10 percen'],Wells Fargo,0.432,['Stock/Signal/Sell Signal'],headline,Positive
Sainsbury sells unit to LloydsPharmacy,['sells unit to LloydsPharmacy'],Sainsbury,0.234,['Corporate/Sales/Deal'],headline,Neutral
$SPY c'mon bulls buy DIPS!,"[""c'mon bulls buy DIPS!""]",SPY,0.228,['Stock/Price Action/Bullish'],post,Neutral
"Centrica extends gas deals with Gazprom, Statoil",['extends gas deals'],Gazprom,0.199,['Corporate/Sales/Deal'],headline,Neutral
"Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, Shares Up 1%  $TSLA","['Recalling 2,700 Model X Units']",TSLA,-0.385,['Corporate/Risks/Product Recall'],post,Negative
$NUGT Gold above 1400...wow,['Gold above 1400...wow'],NUGT,0.424,['Stock/Price Action/Bullish'],post,Positive
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",['stocks look like a 5-10% run awaits. Long'],SSRI,0.394,['Stock/Price Action/Bullish'],post,Positive
$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,['91 now support'],IBB,0.188,['Stock/Technical Analysis'],post,Neutral
"$FB trend, hits mid 110's and drops","[""hits mid 110's and drops""]",FB,-0.343,['Stock/Price Action/Bearish/Bearish Behavior'],post,Negative
Berkshire seeks to boost its Wells Fargo stake above 10 percent,['seeks to boost its Wells Fargo stake above 10 percen'],Wells Fargo,0.429,['Stock/Signal/Buy Signal'],headline,Positive
$FB Nice buyable intraday dip right here,['Nice buyable intraday dip right here'],FB,0.492,['Stock/Price Action/Bullish'],post,Positive
Tullow Oil Suspends Dividend Amid Oil Price Fall,['Suspends Dividend'],Tullow Oil,-0.498,['Corporate/Dividend Policy'],headline,Negative
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,['Stochastic Overbought'],LPG,-0.385,['Stock/Technical Analysis'],post,Negative
Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,['share price lifts'],Lloyds,0.292,['Stock/Price Action'],headline,Neutral
$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,"[""That's an impressive bearish move""]",FB,-0.39,['Stock/Price Action/Bearish/Bearish Behavior'],post,Negative
AstraZeneca weighing up Acerta bid to secure blood cancer drug,['weighing up Acerta bid to'],AstraZeneca,0.284,['Stock/Buyside/Stock Buyside'],headline,Neutral
$GOOG resistance turned support?  It,['resistance turned support?'],GOOG,0.34,['Stock/Technical Analysis'],post,Positive
$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,['wayyy overvalued right now IMO'],YELP,-0.451,['Stock/Price Action/Current Price/Overbought'],post,Negative
HSBC appoints business leaders to board,['appoints business leaders to board'],HSBC,0.154,['Corporate/Appointment'],headline,Neutral
$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,['afternoon selloff as usual will be brutal'],AAPL,-0.569,['Stock/Price Action/Bearish'],post,Negative
"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",['secure ownership of Ireland's Dundrum - Quick Facts'],JV Partner,0.427,['Corporate/M&A/M&A'],headline,Positive
$GPRO down 25% since Tue morning.,['down 25% since Tue morning.'],GPRO,-0.527,['Stock/Price Action/Bearish'],post,Negative
$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,['the weakest sector this year and possible false breakout'],XLB,-0.458,['Stock/Price Action'],post,Negative
"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",['Legal & General Sell Egyptian Life Joint Venture To AXA'],CIB,0.148,['Corporate/Sales/Deal'],headline,Neutral
Johnson Matthey share price slumps as company posts full-year results,['share price slumps'],Johnson Matthey,-0.626,['Stock/Price Action'],headline,Negative
$BBRY nice bounce,['nice bounce'],BBRY,0.296,['Stock/Price Action/Bullish'],post,Neutral
"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL","['high volume blast off Friday, goes higher']",YOKU,0.565,['Stock/Price Action/Bullish/Bullish Behavior'],post,Positive
"Tesco set to sell Kipa, Giraffe businesses - Sky News","['set to sell Kipa, Giraffe businesses']",Kipa,-0.192,['Stock/Signal/Sell Signal'],headline,Neutral
CompaniesKingfisher bid for Mr Bricolage runs into trouble,['bid for Mr Bricolage runs into trouble'],Mr Bricolage,-0.253,['Corporate/M&A/Proposed Merger'],headline,Neutral
"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",['breaks major support'],QQQ,-0.455,['Stock/Price Action'],post,Negative
"FBR Capital reiterated ""Outperform"" rating on $BRCM with a price target of $45.00 on Friday.","['reiterated ""Outperform"" rating']",BRCM,0.521,['Stock/Coverage/AnalystRatings/Upgrade'],post,Positive
Auto Trader share price surges as company floats on LSE,['share price surges'],Auto Trader,0.655,['Stock/Price Action'],headline,Positive
AB InBev offers SABMiller $3 billion breakup fee,['offers SABMiller $3 billion breakup fee'],SAB Miller,0.197,['Corporate/M&A/M&A'],headline,Neutral
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,['Nice pop today. Told ya we would be green haha'],NOK,0.404,['Stock/Price Action/Bullish/Bullish Behavior'],post,Positive
$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,['Daily technical indicators are bullish'],ASTX,0.516,['Stock/Technical Analysis'],post,Positive
"$ATVI ooks pretty bullish for now. from a short-term perspective, it's got a good chance of maybe sliding back to 33.70 #stocks #investing",['pretty bullish for now'],ATVI,0.323,['Stock/Price Action/Bullish'],post,Positive
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,['to Replace Home Retail CEO Walden'],Home Retail,0.0,['Corporate/Appointment'],headline,Neutral
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",['FTSE 100 drops 2.5 pct'],Glencore,-0.597,['Stock/Price Action'],headline,Negative
Credit Suisse poaches Prudential's Thiam for Asian push,['poaches Prudential's Thiam for Asian push'],Credit Suisse,0.125,['Corporate/Strategy'],headline,Neutral
$AAPL broke descending channel....will it hold?,['broke descending channel'],AAPL,-0.07,['Stock/Technical Analysis'],post,Neutral
@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,['time to take some profits here'],INO,-0.169,['Stock/Price Action/Bearish'],post,Neutral
"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",['darn those shorts!'],FMCN,-0.483,['Stock/Price Action/Volatility/Short Selling'],post,Negative
Whitbread boss Andy Harrison defends sales fall as 'just a blip',['defends sales fall as 'just a blip''],Whitbread,-0.1,['Corporate/Sales'],headline,Neutral
REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,['Investors to move 34 bln euros in assets from AXA fund arm'],AXA,-0.398,['Market/Conditions/Mutual Fund flows'],headline,Negative
$KITD Looking for a oversold bounce.,['Looking for a oversold bounce.'],KITD,0.436,['Stock/Price Action/Current Price/Oversold'],post,Positive
ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,['Files Lawsuit Against'],VZ,-0.346,['Corporate/Legal/Lawsuit'],post,Negative
Legal & General share price: Finance chief to step down,['Finance chief to step down'],Legal & General,-0.166,['Corporate/Appointment'],headline,Neutral
$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,['buy programs poppin'],SPY,0.529,['Stock/Price Action/Bullish/Bullish Behavior'],post,Positive
$RNN staying above the open a very good sign!!!,['staying above the open a very good sign!!!'],RNN,0.551,['Stock/Price Action/Bullish/Bullish Behavior'],post,Positive
Warren Buffett defends Berkshire Hathaway's conglomerate structure,['defends Berkshire Hathaway's conglomerate structure'],Berkshire Hathaway,0.144,['Corporate/Company Communication'],headline,Neutral
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty $SBUX https://t.co/Xk6lZ3UI3K,['Digital Strategy To Drive Significant Growth With Customer Loyalty'],SBUX,0.388,['Corporate/Strategy'],post,Positive
NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,['Settles At 3-year Low'],DBO,-0.563,['Stock/Price Action/Bearish'],post,Negative
$ELN longs...congrats...another HOD,['longs...congrats...another HOD'],ELN,0.445,['Stock/Price Action/Bullish/Bullish Behavior'],post,Positive
"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",['still has a rising RSI & MACD'],UUP,-0.361,['Stock/Technical Analysis'],post,Negative
$DARA breaking out,['breaking out'],DARA,0.427,['Stock/Price Action/Bullish'],post,Positive
$AMZN Going thru the roof needs a sell!,['Going thru the roof needs a sell!'],AMZN,0.441,['Stock/Price Action'],post,Positive
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,['Next week we will pop higher'],SPY,0.412,['Stock/Price Action/Bullish'],post,Positive
Ocwen Reaches Settlement With California Regulator,['Settlement With California Regulator'],Ocwen,0.171,['Corporate/Legal/Settlement'],headline,Neutral
"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",['Life top forecasts ahead of 5.6 billion pound merger'],Friends Life,0.39,['Corporate/M&A/M&A'],headline,Positive
